Id	Scope	Ref_Name
nen	I	Nengone
neo	I	Ná-Meo
nep	M	Nepali (macrolanguage)
neq	I	North Central Mixe
ner	I	Yahadian
nes	I	Bhoti Kinnauri
net	I	Nete
neu	I	Neo
nev	I	Nyaheun
new	I	Nepal Bhasa
nex	I	Neme
ney	I	Neyo
nez	I	Nez Perce
nfa	I	Dhao
nfd	I	Ahwai
nfl	I	Ayiwo
nfr	I	Nafaanra
nfu	I	Mfumte
nga	I	Ngbaka
ngb	I	Northern Ngbandi
ngc	I	Ngombe (Democratic Republic of Congo)
ngd	I	Ngando (Central African Republic)
nge	I	Ngemba
ngg	I	Ngbaka Manza
ngh	I	Nǁng
ngi	I	Ngizim
ngj	I	Ngie
ngk	I	Dalabon
ngl	I	Lomwe
ngm	I	Ngatik Men's Creole
ngn	I	Ngwo
ngp	I	Ngulu
ngq	I	Ngurimi
ngr	I	Engdewu
ngs	I	Gvoko
ngt	I	Kriang
ngu	I	Guerrero Nahuatl
ngv	I	Nagumi
ngw	I	Ngwaba
ngx	I	Nggwahyi
ngy	I	Tibea
ngz	I	Ngungwel
nha	I	Nhanda
nhb	I	Beng
nhc	I	Tabasco Nahuatl
nhd	I	Chiripá
nhe	I	Eastern Huasteca Nahuatl
nhf	I	Nhuwala
nhg	I	Tetelcingo Nahuatl
nhh	I	Nahari
nhi	I	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
nhk	I	Isthmus-Cosoleacaque Nahuatl
nhm	I	Morelos Nahuatl
nhn	I	Central Nahuatl
nho	I	Takuu
nhp	I	Isthmus-Pajapan Nahuatl
nhq	I	Huaxcaleca Nahuatl
nhr	I	Naro
nht	I	Ometepec Nahuatl
nhu	I	Noone
nhv	I	Temascaltepec Nahuatl
nhw	I	Western Huasteca Nahuatl
nhx	I	Isthmus-Mecayapan Nahuatl
nhy	I	Northern Oaxaca Nahuatl
nhz	I	Santa María La Alta Nahuatl
nia	I	Nias
nib	I	Nakame
nid	I	Ngandi
nie	I	Niellim
nif	I	Nek
nig	I	Ngalakgan
nih	I	Nyiha (Tanzania)
nii	I	Nii
nij	I	Ngaju
nik	I	Southern Nicobarese
nil	I	Nila
nim	I	Nilamba
nin	I	Ninzo
nio	I	Nganasan
niq	I	Nandi
nir	I	Nimboran
nis	I	Nimi
nit	I	Southeastern Kolami
niu	I	Niuean
niv	I	Gilyak
niw	I	Nimo
nix	I	Hema
niy	I	Ngiti
niz	I	Ningil
nja	I	Nzanyi
njb	I	Nocte Naga
njd	I	Ndonde Hamba
njh	I	Lotha Naga
nji	I	Gudanji
njj	I	Njen
njl	I	Njalgulgule
njm	I	Angami Naga
njn	I	Liangmai Naga
njo	I	Ao Naga
njr	I	Njerep
njs	I	Nisa
njt	I	Ndyuka-Trio Pidgin
nju	I	Ngadjunmaya
njx	I	Kunyi
njy	I	Njyem
njz	I	Nyishi
nka	I	Nkoya
nkb	I	Khoibu Naga
nkc	I	Nkongho
nkd	I	Koireng
nke	I	Duke
nkf	I	Inpui Naga
nkg	I	Nekgini
nkh	I	Khezha Naga
nki	I	Thangal Naga
nkj	I	Nakai
nkk	I	Nokuku
nkm	I	Namat
nkn	I	Nkangala
nko	I	Nkonya
nkp	I	Niuatoputapu
nkq	I	Nkami
nkr	I	Nukuoro
nks	I	North Asmat
nkt	I	Nyika (Tanzania)
nku	I	Bouna Kulango
nkv	I	Nyika (Malawi and Zambia)
nkw	I	Nkutu
nkx	I	Nkoroo
nkz	I	Nkari
nla	I	Ngombale
nlc	I	Nalca
nld	I	Dutch
nle	I	East Nyala
nlg	I	Gela
nli	I	Grangali
nlj	I	Nyali
nlk	I	Ninia Yali
nll	I	Nihali
nlm	I	Mankiyali
nlo	I	Ngul
nlq	I	Lao Naga
nlu	I	Nchumbulu
nlv	I	Orizaba Nahuatl
nlw	I	Walangama
nlx	I	Nahali
nly	I	Nyamal
nlz	I	Nalögo
nma	I	Maram Naga
nmb	I	Big Nambas
nmc	I	Ngam
nmd	I	Ndumu
nme	I	Mzieme Naga
nmf	I	Tangkhul Naga (India)
nmg	I	Kwasio
nmh	I	Monsang Naga
nmi	I	Nyam
nmj	I	Ngombe (Central African Republic)
nmk	I	Namakura
nml	I	Ndemli
nmm	I	Manangba
nmn	I	ǃXóõ
nmo	I	Moyon Naga
nmp	I	Nimanbur
nmq	I	Nambya
nmr	I	Nimbari
nms	I	Letemboi
nmt	I	Namonuito
nmu	I	Northeast Maidu
nmv	I	Ngamini
nmw	I	Nimoa
nmx	I	Nama (Papua New Guinea)
nmy	I	Namuyi
nmz	I	Nawdm
nna	I	Nyangumarta
nnb	I	Nande
nnc	I	Nancere
nnd	I	West Ambae
nne	I	Ngandyera
nnf	I	Ngaing
nng	I	Maring Naga
nnh	I	Ngiemboon
nni	I	North Nuaulu
nnj	I	Nyangatom
nnk	I	Nankina
nnl	I	Northern Rengma Naga
nnm	I	Namia
nnn	I	Ngete
nno	I	Norwegian Nynorsk
nnp	I	Wancho Naga
nnq	I	Ngindo
nnr	I	Narungga
nnt	I	Nanticoke
nnu	I	Dwang
nnv	I	Nugunu (Australia)
nnw	I	Southern Nuni
nny	I	Nyangga
nnz	I	Nda'nda'
noa	I	Woun Meu
nob	I	Norwegian Bokmål
noc	I	Nuk
nod	I	Northern Thai
noe	I	Nimadi
nof	I	Nomane
nog	I	Nogai
noh	I	Nomu
noi	I	Noiri
noj	I	Nonuya
nok	I	Nooksack
nol	I	Nomlaki
non	I	Old Norse
nop	I	Numanggang
noq	I	Ngongo
nor	M	Norwegian
nos	I	Eastern Nisu
not	I	Nomatsiguenga
nou	I	Ewage-Notu
nov	I	Novial
now	I	Nyambo
noy	I	Noy
noz	I	Nayi
npa	I	Nar Phu
npb	I	Nupbikha
npg	I	Ponyo-Gongwang Naga
nph	I	Phom Naga
npi	I	Nepali (individual language)
npl	I	Southeastern Puebla Nahuatl
npn	I	Mondropolon
npo	I	Pochuri Naga
nps	I	Nipsan
npu	I	Puimei Naga
npx	I	Noipx
npy	I	Napu
nqg	I	Southern Nago
nqk	I	Kura Ede Nago
nql	I	Ngendelengo
nqm	I	Ndom
nqn	I	Nen
nqo	I	N'Ko
nqq	I	Kyan-Karyaw Naga
nqt	I	Nteng
nqy	I	Akyaung Ari Naga
nra	I	Ngom
nrb	I	Nara
nrc	I	Noric
nre	I	Southern Rengma Naga
nrf	I	Jèrriais
nrg	I	Narango
nri	I	Chokri Naga
nrk	I	Ngarla
nrl	I	Ngarluma
nrm	I	Narom
nrn	I	Norn
nrp	I	North Picene
nrr	I	Norra
nrt	I	Northern Kalapuya
nru	I	Narua
nrx	I	Ngurmbur
nrz	I	Lala
nsa	I	Sangtam Naga
nsb	I	Lower Nossob
nsc	I	Nshi
nsd	I	Southern Nisu
nse	I	Nsenga
nsf	I	Northwestern Nisu
nsg	I	Ngasa
nsh	I	Ngoshie
nsi	I	Nigerian Sign Language
nsk	I	Naskapi
nsl	I	Norwegian Sign Language
nsm	I	Sumi Naga
nsn	I	Nehan
nso	I	Pedi
nsp	I	Nepalese Sign Language
nsq	I	Northern Sierra Miwok
nsr	I	Maritime Sign Language
nss	I	Nali
nst	I	Tase Naga
nsu	I	Sierra Negra Nahuatl
nsv	I	Southwestern Nisu
nsw	I	Navut
nsx	I	Nsongo
nsy	I	Nasal
nsz	I	Nisenan
ntd	I	Northern Tidung
ntg	I	Ngantangarra
nti	I	Natioro
ntj	I	Ngaanyatjarra
ntk	I	Ikoma-Nata-Isenye
ntm	I	Nateni
nto	I	Ntomba
ntp	I	Northern Tepehuan
ntr	I	Delo
ntu	I	Natügu
ntw	I	Nottoway
ntx	I	Tangkhul Naga (Myanmar)
nty	I	Mantsi
ntz	I	Natanzi
nua	I	Yuanga
nuc	I	Nukuini
nud	I	Ngala
nue	I	Ngundu
nuf	I	Nusu
nug	I	Nungali
nuh	I	Ndunda
nui	I	Ngumbi
nuj	I	Nyole
nuk	I	Nuu-chah-nulth
nul	I	Nusa Laut
num	I	Niuafo'ou
nun	I	Anong
nuo	I	Nguôn
nup	I	Nupe-Nupe-Tako
nuq	I	Nukumanu
nur	I	Nukuria
nus	I	Nuer
nut	I	Nung (Viet Nam)
nuu	I	Ngbundu
nuv	I	Northern Nuni
nuw	I	Nguluwan
nux	I	Mehek
nuy	I	Nunggubuyu
nuz	I	Tlamacazapa Nahuatl
nvh	I	Nasarian
nvm	I	Namiae
nvo	I	Nyokon
nwa	I	Nawathinehena
nwb	I	Nyabwa
nwc	I	Classical Newari
nwe	I	Ngwe
nwg	I	Ngayawung
nwi	I	Southwest Tanna
nwm	I	Nyamusa-Molo
nwo	I	Nauo
nwr	I	Nawaru
nww	I	Ndwewe
nwx	I	Middle Newar
nwy	I	Nottoway-Meherrin
nxa	I	Nauete
nxd	I	Ngando (Democratic Republic of Congo)
nxe	I	Nage
nxg	I	Ngad'a
nxi	I	Nindi
nxk	I	Koki Naga
nxl	I	South Nuaulu
nxm	I	Numidian
nxn	I	Ngawun
nxo	I	Ndambomo
nxq	I	Naxi
nxr	I	Ninggerum
nxx	I	Nafri
nya	I	Chichewa
nyb	I	Nyangbo
nyc	I	Nyanga-li
nyd	I	Nyore
nye	I	Nyengo
nyf	I	Giryama
nyg	I	Nyindu
nyh	I	Nyikina
nyi	I	Ama (Sudan)
nyj	I	Nyanga
nyk	I	Nyaneka
nyl	I	Nyeu
nym	I	Nyamwezi
nyn	I	Nyankole
nyo	I	Nyoro
nyp	I	Nyang'i
nyq	I	Nayini
nyr	I	Nyiha (Malawi)
nys	I	Nyungar
nyt	I	Nyawaygi
nyu	I	Nyungwe
nyv	I	Nyulnyul
nyw	I	Nyaw
nyx	I	Nganyaywana
nyy	I	Nyakyusa-Ngonde
nza	I	Tigon Mbembe
nzb	I	Njebi
nzd	I	Nzadi
nzi	I	Nzima
nzk	I	Nzakara
nzm	I	Zeme Naga
nzr	I	Dir-Nyamzak-Mbarimi
nzs	I	New Zealand Sign Language
nzu	I	Teke-Nzikou
nzy	I	Nzakambay
nzz	I	Nanga Dama Dogon
oaa	I	Orok
oac	I	Oroch
oak	I	Noakhali
oar	I	Old Aramaic (up to 700 BCE)
oav	I	Old Avar
obi	I	Obispeño
obk	I	Southern Bontok
obl	I	Oblo
obm	I	Moabite
obo	I	Obo Manobo
obr	I	Old Burmese
obt	I	Old Breton
obu	I	Obulom
oca	I	Ocaina
och	I	Old Chinese
oci	I	Occitan (post 1500)
ocm	I	Old Cham
oco	I	Old Cornish
ocu	I	Atzingo Matlatzinca
oda	I	Odut
odk	I	Od
odt	I	Old Dutch
odu	I	Odual
ofo	I	Ofo
ofs	I	Old Frisian
ofu	I	Efutop
ogb	I	Ogbia
ogc	I	Ogbah
oge	I	Old Georgian
ogg	I	Ogbogolo
ogo	I	Khana
ogu	I	Ogbronuagum
oht	I	Old Hittite
ohu	I	Old Hungarian
oia	I	Oirata
oie	I	Okolie
oin	I	Inebu One
ojb	I	Northwestern Ojibwa
ojc	I	Central Ojibwa
ojg	I	Eastern Ojibwa
oji	M	Ojibwa
ojp	I	Old Japanese
ojs	I	Severn Ojibwa
ojv	I	Ontong Java
ojw	I	Western Ojibwa
oka	I	Okanagan
okb	I	Okobo
okc	I	Kobo
okd	I	Okodia
oke	I	Okpe (Southwestern Edo)
okg	I	Koko Babangk
okh	I	Koresh-e Rostam
oki	I	Okiek
okj	I	Oko-Juwoi
okk	I	Kwamtim One
okl	I	Old Kentish Sign Language
okm	I	Middle Korean (10th-16th cent.)
okn	I	Oki-No-Erabu
oko	I	Old Korean (3rd-9th cent.)
okr	I	Kirike
oks	I	Oko-Eni-Osayen
oku	I	Oku
okv	I	Orokaiva
okx	I	Okpe (Northwestern Edo)
okz	I	Old Khmer
ola	I	Walungge
old	I	Mochi
ole	I	Olekha
olk	I	Olkol
olm	I	Oloma
olo	I	Livvi
olr	I	Olrat
olt	I	Old Lithuanian
olu	I	Kuvale
oma	I	Omaha-Ponca
omb	I	East Ambae
omc	I	Mochica
omg	I	Omagua
omi	I	Omi
omk	I	Omok
oml	I	Ombo
omn	I	Minoan
omo	I	Utarmbung
omp	I	Old Manipuri
omr	I	Old Marathi
omt	I	Omotik
omu	I	Omurano
omw	I	South Tairora
omx	I	Old Mon
omy	I	Old Malay
ona	I	Ona
onb	I	Lingao
one	I	Oneida
ong	I	Olo
oni	I	Onin
onj	I	Onjob
onk	I	Kabore One
onn	I	Onobasulu
ono	I	Onondaga
onp	I	Sartang
onr	I	Northern One
ons	I	Ono
ont	I	Ontenu
onu	I	Unua
onw	I	Old Nubian
onx	I	Onin Based Pidgin
ood	I	Tohono O'odham
oog	I	Ong
oon	I	Önge
oor	I	Oorlams
oos	I	Old Ossetic
opa	I	Okpamheri
opk	I	Kopkaka
opm	I	Oksapmin
opo	I	Opao
opt	I	Opata
opy	I	Ofayé
ora	I	Oroha
orc	I	Orma
ore	I	Orejón
org	I	Oring
orh	I	Oroqen
ori	M	Oriya (macrolanguage)
orm	M	Oromo
orn	I	Orang Kanaq
oro	I	Orokolo
orr	I	Oruma
ors	I	Orang Seletar
ort	I	Adivasi Oriya
oru	I	Ormuri
orv	I	Old Russian
orw	I	Oro Win
orx	I	Oro
ory	I	Odia
orz	I	Ormu
osa	I	Osage
osc	I	Oscan
osi	I	Osing
osn	I	Old Sundanese
oso	I	Ososo
osp	I	Old Spanish
oss	I	Ossetian
ost	I	Osatu
osu	I	Southern One
osx	I	Old Saxon
ota	I	Ottoman Turkish (1500-1928)
otb	I	Old Tibetan
otd	I	Ot Danum
ote	I	Mezquital Otomi
oti	I	Oti
otk	I	Old Turkish
otl	I	Tilapa Otomi
otm	I	Eastern Highland Otomi
otn	I	Tenango Otomi
otq	I	Querétaro Otomi
otr	I	Otoro
ots	I	Estado de México Otomi
ott	I	Temoaya Otomi
otu	I	Otuke
otw	I	Ottawa
otx	I	Texcatepec Otomi
oty	I	Old Tamil
otz	I	Ixtenco Otomi
oua	I	Tagargrent
oub	I	Glio-Oubi
oue	I	Oune
oui	I	Old Uighur
oum	I	Ouma
ovd	I	Elfdalian
owi	I	Owiniga
owl	I	Old Welsh
oyb	I	Oy
oyd	I	Oyda
oym	I	Wayampi
oyy	I	Oya'oya
ozm	I	Koonzime
pab	I	Parecís
pac	I	Pacoh
pad	I	Paumarí
pae	I	Pagibete
paf	I	Paranawát
pag	I	Pangasinan
pah	I	Tenharim
pai	I	Pe
pak	I	Parakanã
pal	I	Pahlavi
pam	I	Pampanga
pan	I	Panjabi
pao	I	Northern Paiute
pap	I	Papiamento
paq	I	Parya
par	I	Panamint
pas	I	Papasena
pau	I	Palauan
pav	I	Pakaásnovos
paw	I	Pawnee
pax	I	Pankararé
pay	I	Pech
paz	I	Pankararú
pbb	I	Páez
pbc	I	Patamona
pbe	I	Mezontla Popoloca
pbf	I	Coyotepec Popoloca
pbg	I	Paraujano
pbh	I	E'ñapa Woromaipu
pbi	I	Parkwa
pbl	I	Mak (Nigeria)
pbm	I	Puebla Mazatec
pbn	I	Kpasam
pbo	I	Papel
pbp	I	Badyara
pbr	I	Pangwa
pbs	I	Central Pame
pbt	I	Southern Pashto
pbu	I	Northern Pashto
pbv	I	Pnar
pby	I	Pyu (Papua New Guinea)
pca	I	Santa Inés Ahuatempan Popoloca
pcb	I	Pear
pcc	I	Bouyei
pcd	I	Picard
pce	I	Ruching Palaung
pcf	I	Paliyan
pcg	I	Paniya
pch	I	Pardhan
pci	I	Duruwa
pcj	I	Parenga
pck	I	Paite Chin
pcl	I	Pardhi
pcm	I	Nigerian Pidgin
pcn	I	Piti
pcp	I	Pacahuara
pcw	I	Pyapun
pda	I	Anam
pdc	I	Pennsylvania German
pdi	I	Pa Di
pdn	I	Podena
pdo	I	Padoe
pdt	I	Plautdietsch
pdu	I	Kayan
pea	I	Peranakan Indonesian
peb	I	Eastern Pomo
ped	I	Mala (Papua New Guinea)
pee	I	Taje
pef	I	Northeastern Pomo
peg	I	Pengo
peh	I	Bonan
pei	I	Chichimeca-Jonaz
pej	I	Northern Pomo
pek	I	Penchal
pel	I	Pekal
pem	I	Phende
peo	I	Old Persian (ca. 600-400 B.C.)
pep	I	Kunja
peq	I	Southern Pomo
pes	I	Iranian Persian
pev	I	Pémono
pex	I	Petats
pey	I	Petjo
pez	I	Eastern Penan
pfa	I	Pááfang
pfe	I	Pere
pfl	I	Pfaelzisch
pga	I	Sudanese Creole Arabic
pgd	I	Gāndhārī
pgg	I	Pangwali
pgi	I	Pagi
pgk	I	Rerep
pgl	I	Primitive Irish
pgn	I	Paelignian
pgs	I	Pangseng
pgu	I	Pagu
pgz	I	Papua New Guinean Sign Language
pha	I	Pa-Hng
phd	I	Phudagi
phg	I	Phuong
phh	I	Phukha
phj	I	Pahari
phk	I	Phake
phl	I	Phalura
phm	I	Phimbi
phn	I	Phoenician
pho	I	Phunoi
phq	I	Phana'
phr	I	Pahari-Potwari
pht	I	Phu Thai
phu	I	Phuan
phv	I	Pahlavani
phw	I	Phangduwali
pia	I	Pima Bajo
pib	I	Yine
pic	I	Pinji
pid	I	Piaroa
pie	I	Piro
pif	I	Pingelapese
pig	I	Pisabo
pih	I	Pitcairn-Norfolk
pij	I	Pijao
pil	I	Yom
pim	I	Powhatan
pin	I	Piame
pio	I	Piapoco
pip	I	Pero
pir	I	Piratapuyo
pis	I	Pijin
pit	I	Pitta Pitta
piu	I	Pintupi-Luritja
piv	I	Pileni
piw	I	Pimbwe
pix	I	Piu
piy	I	Piya-Kwonci
piz	I	Pije
pjt	I	Pitjantjatjara
pka	I	Ardhamāgadhī Prākrit
pkb	I	Pokomo
pkc	I	Paekche
pkg	I	Pak-Tong
pkh	I	Pankhu
pkn	I	Pakanha
pko	I	Pökoot
pkp	I	Pukapuka
pkr	I	Attapady Kurumba
pks	I	Pakistan Sign Language
pkt	I	Maleng
pku	I	Paku
pla	I	Miani
plb	I	Polonombauk
plc	I	Central Palawano
pld	I	Polari
ple	I	Palu'e
plg	I	Pilagá
plh	I	Paulohi
pli	I	Pali
plk	I	Kohistani Shina
pll	I	Shwe Palaung
pln	I	Palenquero
plo	I	Oluta Popoluca
plq	I	Palaic
plr	I	Palaka Senoufo
pls	I	San Marcos Tlacoyalco Popoloca
plt	I	Plateau Malagasy
plu	I	Palikúr
plv	I	Southwest Palawano
plw	I	Brooke's Point Palawano
ply	I	Bolyu
plz	I	Paluan
pma	I	Paama
pmb	I	Pambia
pmd	I	Pallanganmiddang
pme	I	Pwaamei
pmf	I	Pamona
pmh	I	Māhārāṣṭri Prākrit
pmi	I	Northern Pumi
pmj	I	Southern Pumi
pml	I	Lingua Franca
pmm	I	Pomo
pmn	I	Pam
pmo	I	Pom
pmq	I	Northern Pame
pmr	I	Paynamar
pms	I	Piemontese
pmt	I	Tuamotuan
pmw	I	Plains Miwok
pmx	I	Poumei Naga
pmy	I	Papuan Malay
pmz	I	Southern Pame
pna	I	Punan Bah-Biau
pnb	I	Western Panjabi
pnc	I	Pannei
pnd	I	Mpinda
pne	I	Western Penan
png	I	Pangu
pnh	I	Penrhyn
pni	I	Aoheng
pnj	I	Pinjarup
pnk	I	Paunaka
pnl	I	Paleni
pnm	I	Punan Batu 1
pnn	I	Pinai-Hagahai
pno	I	Panobo
pnp	I	Pancana
pnq	I	Pana (Burkina Faso)
pnr	I	Panim
pns	I	Ponosakan
pnt	I	Pontic
pnu	I	Jiongnai Bunu
pnv	I	Pinigura
pnw	I	Banyjima
pnx	I	Phong-Kniang
pny	I	Pinyin
pnz	I	Pana (Central African Republic)
poc	I	Poqomam
poe	I	San Juan Atzingo Popoloca
pof	I	Poke
pog	I	Potiguára
poh	I	Poqomchi'
poi	I	Highland Popoluca
pok	I	Pokangá
pol	I	Polish
pom	I	Southeastern Pomo
pon	I	Pohnpeian
poo	I	Central Pomo
pop	I	Pwapwâ
poq	I	Texistepec Popoluca
por	I	Portuguese
pos	I	Sayula Popoluca
pot	I	Potawatomi
pov	I	Upper Guinea Crioulo
pow	I	San Felipe Otlaltepec Popoloca
pox	I	Polabian
poy	I	Pogolo
ppe	I	Papi
ppi	I	Paipai
ppk	I	Uma
ppl	I	Pipil
ppm	I	Papuma
ppn	I	Papapana
ppo	I	Folopa
ppp	I	Pelende
ppq	I	Pei
pps	I	San Luís Temalacayuca Popoloca
ppt	I	Pare
ppu	I	Papora
pqa	I	Pa'a
pqm	I	Malecite-Passamaquoddy
prc	I	Parachi
prd	I	Parsi-Dari
pre	I	Principense
prf	I	Paranan
prg	I	Prussian
prh	I	Porohanon
pri	I	Paicî
prk	I	Parauk
prl	I	Peruvian Sign Language
prm	I	Kibiri
prn	I	Prasuni
pro	I	Old Provençal (to 1500)
prq	I	Ashéninka Perené
prr	I	Puri
prs	I	Dari
prt	I	Phai
pru	I	Puragi
prw	I	Parawen
prx	I	Purik
prz	I	Providencia Sign Language
psa	I	Asue Awyu
psc	I	Iranian Sign Language
psd	I	Plains Indian Sign Language
pse	I	Central Malay
psg	I	Penang Sign Language
psh	I	Southwest Pashai
psi	I	Southeast Pashai
psl	I	Puerto Rican Sign Language
psm	I	Pauserna
psn	I	Panasuan
pso	I	Polish Sign Language
psp	I	Philippine Sign Language
psq	I	Pasi
psr	I	Portuguese Sign Language
pss	I	Kaulong
pst	I	Central Pashto
psu	I	Sauraseni Prākrit
psw	I	Port Sandwich
psy	I	Piscataway
pta	I	Pai Tavytera
pth	I	Pataxó Hã-Ha-Hãe
pti	I	Pindiini
ptn	I	Patani
pto	I	Zo'é
ptp	I	Patep
ptq	I	Pattapu
ptr	I	Piamatsina
ptt	I	Enrekang
ptu	I	Bambam
ptv	I	Port Vato
ptw	I	Pentlatch
pty	I	Pathiya
pua	I	Western Highland Purepecha
pub	I	Purum
puc	I	Punan Merap
pud	I	Punan Aput
pue	I	Puelche
puf	I	Punan Merah
pug	I	Phuie
pui	I	Puinave
puj	I	Punan Tubu
pum	I	Puma
puo	I	Puoc
pup	I	Pulabu
puq	I	Puquina
pur	I	Puruborá
pus	M	Pushto
put	I	Putoh
puu	I	Punu
puw	I	Puluwatese
pux	I	Puare
puy	I	Purisimeño
pwa	I	Pawaia
pwb	I	Panawa
pwg	I	Gapapaiwa
pwi	I	Patwin
pwm	I	Molbog
pwn	I	Paiwan
pwo	I	Pwo Western Karen
pwr	I	Powari
pww	I	Pwo Northern Karen
pxm	I	Quetzaltepec Mixe
pye	I	Pye Krumen
pym	I	Fyam
pyn	I	Poyanáwa
pys	I	Paraguayan Sign Language
pyu	I	Puyuma
pyx	I	Pyu (Myanmar)
pyy	I	Pyen
pze	I	Pesse
pzh	I	Pazeh
pzn	I	Jejara Naga
qua	I	Quapaw
qub	I	Huallaga Huánuco Quechua
quc	I	K'iche'
qud	I	Calderón Highland Quichua
que	M	Quechua
quf	I	Lambayeque Quechua
qug	I	Chimborazo Highland Quichua
quh	I	South Bolivian Quechua
qui	I	Quileute
quk	I	Chachapoyas Quechua
qul	I	North Bolivian Quechua
qum	I	Sipacapense
qun	I	Quinault
qup	I	Southern Pastaza Quechua
quq	I	Quinqui
qur	I	Yanahuanca Pasco Quechua
qus	I	Santiago del Estero Quichua
quv	I	Sacapulteco
quw	I	Tena Lowland Quichua
qux	I	Yauyos Quechua
quy	I	Ayacucho Quechua
quz	I	Cusco Quechua
qva	I	Ambo-Pasco Quechua
qvc	I	Cajamarca Quechua
qve	I	Eastern Apurímac Quechua
qvh	I	Huamalíes-Dos de Mayo Huánuco Quechua
qvi	I	Imbabura Highland Quichua
qvj	I	Loja Highland Quichua
qvl	I	Cajatambo North Lima Quechua
qvm	I	Margos-Yarowilca-Lauricocha Quechua
qvn	I	North Junín Quechua
qvo	I	Napo Lowland Quechua
qvp	I	Pacaraos Quechua
qvs	I	San Martín Quechua
qvw	I	Huaylla Wanca Quechua
qvy	I	Queyu
qvz	I	Northern Pastaza Quichua
qwa	I	Corongo Ancash Quechua
qwc	I	Classical Quechua
qwh	I	Huaylas Ancash Quechua
qwm	I	Kuman (Russia)
qws	I	Sihuas Ancash Quechua
qwt	I	Kwalhioqua-Tlatskanai
qxa	I	Chiquián Ancash Quechua
qxc	I	Chincha Quechua
qxh	I	Panao Huánuco Quechua
qxl	I	Salasaca Highland Quichua
qxn	I	Northern Conchucos Ancash Quechua
qxo	I	Southern Conchucos Ancash Quechua
qxp	I	Puno Quechua
qxq	I	Qashqa'i
qxr	I	Cañar Highland Quichua
qxs	I	Southern Qiang
qxt	I	Santa Ana de Tusi Pasco Quechua
qxu	I	Arequipa-La Unión Quechua
qxw	I	Jauja Wanca Quechua
qya	I	Quenya
qyp	I	Quiripi
raa	I	Dungmali
rab	I	Camling
rac	I	Rasawa
rad	I	Rade
raf	I	Western Meohang
rag	I	Logooli
rah	I	Rabha
rai	I	Ramoaaina
raj	M	Rajasthani
rak	I	Tulu-Bohuai
ral	I	Ralte
ram	I	Canela
ran	I	Riantana
rao	I	Rao
rap	I	Rapanui
raq	I	Saam
rar	I	Rarotongan
ras	I	Tegali
rat	I	Razajerdi
rau	I	Raute
rav	I	Sampang
raw	I	Rawang
rax	I	Rang
ray	I	Rapa
raz	I	Rahambuu
rbb	I	Rumai Palaung
rbk	I	Northern Bontok
rbl	I	Miraya Bikol
rbp	I	Barababaraba
rcf	I	Réunion Creole French
rdb	I	Rudbari
rea	I	Rerau
reb	I	Rembong
ree	I	Rejang Kayan
reg	I	Kara (Tanzania)
rei	I	Reli
rej	I	Rejang
rel	I	Rendille
rem	I	Remo
ren	I	Rengao
rer	I	Rer Bare
res	I	Reshe
ret	I	Retta
rey	I	Reyesano
rga	I	Roria
rge	I	Romano-Greek
rgk	I	Rangkas
rgn	I	Romagnol
rgr	I	Resígaro
rgs	I	Southern Roglai
rgu	I	Ringgou
rhg	I	Rohingya
rhp	I	Yahang
ria	I	Riang (India)
rib	I	Bribri Sign Language
rif	I	Tarifit
ril	I	Riang Lang
rim	I	Nyaturu
rin	I	Nungu
rir	I	Ribun
rit	I	Ritharrngu
riu	I	Riung
rjg	I	Rajong
rji	I	Raji
rjs	I	Rajbanshi
rka	I	Kraol
rkb	I	Rikbaktsa
rkh	I	Rakahanga-Manihiki
rki	I	Rakhine
rkm	I	Marka
rkt	I	Rangpuri
rkw	I	Arakwal
rma	I	Rama
rmb	I	Rembarrnga
rmc	I	Carpathian Romani
rmd	I	Traveller Danish
rme	I	Angloromani
rmf	I	Kalo Finnish Romani
rmg	I	Traveller Norwegian
rmh	I	Murkim
rmi	I	Lomavren
rmk	I	Romkun
rml	I	Baltic Romani
rmm	I	Roma
rmn	I	Balkan Romani
rmo	I	Sinte Romani
rmp	I	Rempi
rmq	I	Caló
rms	I	Romanian Sign Language
rmt	I	Domari
rmu	I	Tavringer Romani
rmv	I	Romanova
rmw	I	Welsh Romani
rmx	I	Romam
rmy	I	Vlax Romani
rmz	I	Marma
rnb	I	Brunca Sign Language
rnd	I	Ruund
rng	I	Ronga
rnl	I	Ranglong
rnn	I	Roon
rnp	I	Rongpo
rnr	I	Nari Nari
rnw	I	Rungwa
rob	I	Tae'
roc	I	Cacgia Roglai
rod	I	Rogo
roe	I	Ronji
rof	I	Rombo
rog	I	Northern Roglai
roh	I	Romansh
rol	I	Romblomanon
rom	M	Romany
ron	I	Romanian
roo	I	Rotokas
rop	I	Kriol
ror	I	Rongga
rou	I	Runga
row	I	Dela-Oenale
rpn	I	Repanbitip
rpt	I	Rapting
rri	I	Ririo
rrm	I	Moriori
rro	I	Waima
rrt	I	Arritinngithigh
rsb	I	Romano-Serbian
rsk	I	Ruthenian
rsl	I	Russian Sign Language
rsm	I	Miriwoong Sign Language
rsn	I	Rwandan Sign Language
rsw	I	Rishiwa
rtc	I	Rungtu Chin
rth	I	Ratahan
rtm	I	Rotuman
rts	I	Yurats
rtw	I	Rathawi
rub	I	Gungu
